order,model_2.output1.net.result,prediction,actual,0.657998913,ANN Forecast Value,Train Sets Accuracy (Total=65.80%),prediction,ratio
16100,0.373636585,0,0,1,,,,
16101,0.376704784,0,1,0,,,,
16102,0.483827054,0,0,1,,,,
16103,0.43530127,0,1,0,,,,
16104,0.835036202,1,0,0,,,,
16105,0.580888446,1,1,1,,,,
16106,0.402908905,0,0,1,,,,
16107,0.46970099,0,0,1,,,,
16108,0.389820715,0,0,1,,,,
16109,0.500790214,1,1,1,,,,
16110,0.787645094,1,1,1,,,,
16111,0.519033511,1,1,1,,,,
16112,0.338113893,0,0,1,,,,
16113,0.740707165,1,0,0,,,,
16114,0.623669842,1,1,1,,,,
16115,0.34776403,0,0,1,,,,
16116,0.315767066,0,1,0,,,,
16117,0.567077842,1,1,1,,,,
16118,0.302374757,0,1,0,,,,
16119,0.351463095,0,0,1,,,,
16120,0.408266694,0,0,1,,,,
16121,0.490160563,0,0,1,,,,
16122,0.460208319,0,1,0,,,,
16123,0.306522287,0,0,1,,,,
16124,0.565129917,1,0,0,,,,
16125,0.498889652,0,1,0,,,,
16126,0.302043631,0,1,0,,,,
16127,0.531163585,1,0,0,,,,
16128,0.69886667,1,1,1,,,,
16129,0.509896638,1,1,1,,,,
16130,0.599150702,1,1,1,,,,
16131,0.207458115,0,0,1,,,,
16132,0.705452141,1,1,1,,,,
16133,0.284673764,0,1,0,,,,
16134,0.485755217,0,1,0,,,,
16135,0.781364064,1,1,1,,,,
16136,0.284239569,0,0,1,,,,
16137,0.672168518,1,0,0,,,,
16138,0.294258334,0,0,1,,,,
16139,0.587340263,1,1,1,,,,
16140,0.818260372,1,0,0,,,,
16141,0.826866008,1,1,1,,,,
16142,0.139282813,0,0,1,,,,
16143,0.525379684,1,1,1,,,,
16144,0.494340803,0,0,1,,,,
16145,0.353827244,0,0,1,,,,
16146,0.397779738,0,1,0,,,,
16147,0.390676727,0,0,1,,,,
16148,0.426113214,0,0,1,,,,
16149,0.469002381,0,0,1,,,,
16150,0.324068678,0,0,1,,,,
16151,0.264717293,0,0,1,,,,
16152,0.545073792,1,1,1,,,,
16153,0.472692032,0,0,1,,,,
16154,0.582781473,1,1,1,,,,
16155,0.838659498,1,1,1,,,,
16156,0.899346052,1,1,1,,,,
16157,0.441146276,0,1,0,,,,
16158,0.792752031,1,1,1,,,,
16159,0.515311234,1,0,0,,,,
16160,0.805687118,1,1,1,,,,
16161,0.468545223,0,0,1,,,,
16162,0.307969348,0,0,1,,,,
16163,0.356780574,0,0,1,,,,
16164,0.878235613,1,1,1,,,,
16165,0.474687247,0,0,1,,,,
16166,0.460429217,0,0,1,,,,
16167,0.358851097,0,1,0,,,,
16168,0.525964974,1,1,1,,,,
16169,0.368518847,0,1,0,,,,
16170,0.407892174,0,0,1,,,,
16171,0.311881421,0,0,1,,,,
16172,0.158480203,0,0,1,,,,
16173,0.614320611,1,0,0,,,,
16174,0.730479959,1,0,0,,,,
16175,0.330808055,0,1,0,,,,
16176,0.500848111,1,1,1,,,,
16177,0.448565654,0,1,0,,,,
16178,0.414533805,0,1,0,,,,
16179,0.564643606,1,1,1,,,,
16180,0.496590465,0,0,1,,,,
16181,0.213142269,0,0,1,,,,
16182,0.495203113,0,1,0,,,,
16183,0.372676086,0,1,0,,,,
16184,0.647085768,1,1,1,,,,
16185,0.694670198,1,0,0,,,,
16186,0.46978321,0,0,1,,,,
16187,0.727586097,1,1,1,,,,
16188,0.102234243,0,0,1,,,,
16189,0.390150157,0,0,1,,,,
16190,0.428817919,0,0,1,,,,
16191,0.743627471,1,1,1,,,,
16192,0.832181377,1,1,1,,,,
16193,0.323645746,0,0,1,,,,
16194,0.330878493,0,0,1,,,,
16195,0.437435084,0,1,0,,,,
16196,0.940085793,1,1,1,,,,
16197,0.41693331,0,0,1,,,,
16198,0.732776374,1,1,1,,,,
16199,0.501470746,1,0,0,,,,
16200,0.608420228,1,0,0,,,,
16201,0.409920353,0,0,1,,,,
16202,0.415542017,0,0,1,,,,
16203,0.802850463,1,1,1,,,,
16204,0.458922446,0,0,1,,,,
16205,0.28597297,0,0,1,,,,
16206,0.389170788,0,1,0,,,,
16207,0.826642164,1,1,1,,,,
16208,0.779590691,1,1,1,,,,
16209,0.490592663,0,1,0,,,,
16210,0.284105666,0,0,1,,,,
16211,0.441638167,0,1,0,,,,
16212,0.355939392,0,1,0,,,,
16213,0.869623195,1,1,1,,,,
16214,0.402029612,0,0,1,,,,
16215,0.595733491,1,0,0,,,,
16216,0.742673731,1,0,0,,,,
16217,0.213772013,0,0,1,,,,
16218,0.473433772,0,1,0,,,,
16219,0.333382718,0,0,1,,,,
16220,0.45333298,0,0,1,,,,
16221,0.271280179,0,0,1,,,,
16222,0.549073401,1,1,1,,,,
16223,0.172460385,0,0,1,,,,
16224,0.193763248,0,0,1,,,,
16225,0.552939206,1,1,1,,,,
16226,0.884225497,1,1,1,,,,
16227,0.704250079,1,0,0,,,,
16228,0.177077145,0,0,1,,,,
16229,0.824322536,1,1,1,,,,
16230,0.923800807,1,1,1,,,,
16231,0.369165945,0,1,0,,,,
16232,0.531604033,1,0,0,,,,
16233,0.579500032,1,0,0,,,,
16234,0.362131574,0,1,0,,,,
16235,0.596218964,1,1,1,,,,
16236,0.5358499,1,1,1,,,,
16237,0.598592491,1,1,1,,,,
16238,0.310027601,0,0,1,,,,
16239,0.246596442,0,0,1,,,,
16240,0.870823066,1,1,1,,,,
16241,0.699746275,1,0,0,,,,
16242,0.293177067,0,0,1,,,,
16243,0.322411505,0,0,1,,,,
16244,0.419003933,0,1,0,,,,
16245,0.522266517,1,1,1,,,,
16246,0.668700314,1,1,1,,,,
16247,0.608969836,1,0,0,,,,
16248,0.84437722,1,1,1,,,,
16249,0.846157012,1,1,1,,,,
16250,0.494352621,0,0,1,,,,
16251,0.428387312,0,0,1,,,,
16252,0.384501842,0,1,0,,,,
16253,0.905402555,1,1,1,,,,
16254,0.223028014,0,1,0,,,,
16255,0.492981892,0,0,1,,,,
16256,0.723779225,1,0,0,,,,
16257,0.394269866,0,0,1,,,,
16258,0.627806536,1,0,0,,,,
16259,0.547719126,1,0,0,,,,
16260,0.474918852,0,1,0,,,,
16261,0.218559163,0,0,1,,,,
16262,0.593173672,1,1,1,,,,
16263,0.467002493,0,1,0,,,,
16264,0.563214202,1,0,0,,,,
16265,0.326753197,0,0,1,,,,
16266,0.601056386,1,1,1,,,,
16267,0.346037076,0,0,1,,,,
16268,0.382940686,0,1,0,,,,
16269,0.40930305,0,1,0,,,,
16270,0.459113026,0,1,0,,,,
16271,0.47936088,0,0,1,,,,
16272,0.335291077,0,0,1,,,,
16273,0.264109886,0,0,1,,,,
16274,0.310578908,0,0,1,,,,
16275,0.300419673,0,1,0,,,,
16276,0.814284662,1,1,1,,,,
16277,0.756334382,1,1,1,,,,
16278,0.408687651,0,0,1,,,,
16279,0.730448921,1,0,0,,,,
16280,0.438047747,0,0,1,,,,
16281,0.434741333,0,0,1,,,,
16282,0.36524147,0,0,1,,,,
16283,0.560429011,1,1,1,,,,
16284,0.702689067,1,1,1,,,,
16285,0.396651751,0,0,1,,,,
16286,0.562770322,1,1,1,,,,
16287,0.47290381,0,0,1,,,,
16288,0.601585988,1,0,0,,,,
16289,0.657594794,1,1,1,,,,
16290,0.931606191,1,1,1,,,,
16291,0.260788104,0,0,1,,,,
16292,0.883429152,1,1,1,,,,
16293,0.491489782,0,1,0,,,,
16294,0.45679586,0,0,1,,,,
16295,0.638307774,1,1,1,,,,
16296,0.275956467,0,0,1,,,,
16297,0.438668343,0,0,1,,,,
16298,0.645235855,1,1,1,,,,
16299,0.277036458,0,1,0,,,,
16300,0.876230787,1,1,1,,,,
16301,0.739506106,1,0,0,,,,
16302,0.384065943,0,1,0,,,,
16303,0.494959117,0,1,0,,,,
16304,0.336975425,0,0,1,,,,
16305,0.812821294,1,1,1,,,,
16306,0.664869796,1,1,1,,,,
16307,0.349496543,0,0,1,,,,
16308,0.715581315,1,1,1,,,,
16309,0.467116124,0,0,1,,,,
16310,0.491150591,0,1,0,,,,
16311,0.585520087,1,1,1,,,,
16312,0.553170072,1,0,0,,,,
16313,0.484424535,0,0,1,,,,
16314,0.434973426,0,0,1,,,,
16315,0.578849389,1,0,0,,,,
16316,0.346588337,0,0,1,,,,
16317,0.589660852,1,0,0,,,,
16318,0.869574437,1,1,1,,,,
16319,0.532990643,1,1,1,,,,
16320,0.378419261,0,0,1,,,,
16321,0.355569913,0,0,1,,,,
16322,0.28013874,0,0,1,,,,
16323,0.329816786,0,0,1,,,,
16324,0.348208065,0,1,0,,,,
16325,0.317147773,0,0,1,,,,
16326,0.917249273,1,1,1,,,,
16327,0.452865022,0,0,1,,,,
16328,0.514917151,1,0,0,,,,
16329,0.250430338,0,0,1,,,,
16330,0.532112375,1,1,1,,,,
16331,0.383900935,0,0,1,,,,
16332,0.418306422,0,1,0,,,,
16333,0.497487689,0,0,1,,,,
16334,0.794604676,1,1,1,,,,
16335,0.347030504,0,1,0,,,,
16336,0.759417608,1,0,0,,,,
16337,0.31066285,0,0,1,,,,
16338,0.360592724,0,1,0,,,,
16339,0.394126918,0,0,1,,,,
16340,0.418526163,0,0,1,,,,
16341,0.880764229,1,1,1,,,,
16342,0.779200998,1,1,1,,,,
16343,0.239910712,0,0,1,,,,
16344,0.429679462,0,1,0,,,,
16345,0.538091153,1,0,0,,,,
16346,0.208246494,0,0,1,,,,
16347,0.570833472,1,1,1,,,,
16348,0.052661137,0,0,1,,,,
16349,0.342149876,0,1,0,,,,
16350,0.62573539,1,0,0,,,,
16351,0.418856144,0,0,1,,,,
16352,0.836890617,1,0,0,,,,
16353,0.534662248,1,0,0,,,,
16354,0.728612979,1,1,1,,,,
16355,0.499398065,0,0,1,,,,
16356,0.87285971,1,1,1,,,,
16357,0.641693932,1,1,1,,,,
16358,0.905132603,1,1,1,,,,
16359,0.393640094,0,0,1,,,,
16360,0.62144523,1,1,1,,,,
16361,0.729170962,1,1,1,,,,
16362,0.388100671,0,0,1,,,,
16363,0.907920273,1,1,1,,,,
16364,0.278715362,0,0,1,,,,
16365,0.372179829,0,0,1,,,,
16366,0.756682715,1,0,0,,,,
16367,0.42192156,0,0,1,,,,
16368,0.237233044,0,1,0,,,,
16369,0.332149446,0,0,1,,,,
16370,0.850682367,1,1,1,,,,
16371,0.394571035,0,1,0,,,,
16372,0.296010861,0,0,1,,,,
16373,0.476035479,0,1,0,,,,
16374,0.805597404,1,1,1,,,,
16375,0.42910703,0,0,1,,,,
16376,0.53747921,1,1,1,,,,
16377,0.343189669,0,0,1,,,,
16378,0.319354779,0,0,1,,,,
16379,0.341641955,0,0,1,,,,
16380,0.372137309,0,1,0,,,,
16381,0.434780256,0,0,1,,,,
16382,0.405555879,0,0,1,,,,
16383,0.537994119,1,0,0,,,,
16384,0.422001746,0,0,1,,,,
16385,0.2662241,0,0,1,,,,
16386,0.69074053,1,1,1,,,,
16387,0.505818793,1,0,0,,,,
16388,0.600837502,1,0,0,,,,
16389,0.385334707,0,1,0,,,,
16390,0.641094832,1,1,1,,,,
16391,0.427348677,0,0,1,,,,
16392,0.487310404,0,1,0,,,,
16393,0.565868366,1,0,0,,,,
16394,0.431724513,0,0,1,,,,
16395,0.835842948,1,1,1,,,,
16396,0.550687203,1,1,1,,,,
16397,0.539551554,1,0,0,,,,
16398,0.369453586,0,1,0,,,,
16399,0.407683078,0,0,1,,,,
16400,0.368673039,0,1,0,,,,
16401,0.754344692,1,0,0,,,,
16402,0.3853919,0,1,0,,,,
16403,0.354588458,0,0,1,,,,
16404,0.741263938,1,1,1,,,,
16405,0.424013779,0,1,0,,,,
16406,0.242486804,0,1,0,,,,
16407,0.44465249,0,1,0,,,,
16408,0.397307549,0,1,0,,,,
16409,0.359741638,0,0,1,,,,
16410,0.626397019,1,1,1,,,,
16411,0.575819427,1,0,0,,,,
16412,0.693926593,1,0,0,,,,
16413,0.409986183,0,1,0,,,,
16414,0.626032233,1,1,1,,,,
16415,0.357691196,0,0,1,,,,
16416,0.325192666,0,0,1,,,,
16417,0.457656663,0,1,0,,,,
16418,0.779485792,1,1,1,,,,
16419,0.798800701,1,1,1,,,,
16420,0.406012398,0,0,1,,,,
16421,0.425025467,0,0,1,,,,
16422,0.445303488,0,1,0,,,,
16423,0.743871547,1,1,1,,,,
16424,0.12351382,0,0,1,,,,
16425,0.39793217,0,0,1,,,,
16426,0.67637481,1,1,1,,,,
16427,0.206035891,0,0,1,,,,
16428,0.390158831,0,0,1,,,,
16429,0.228968892,0,0,1,,,,
16430,0.327382784,0,0,1,,,,
16431,0.483343316,0,0,1,,,,
16432,0.333550958,0,0,1,,,,
16433,0.640286621,1,1,1,,,,
16434,0.710577249,1,1,1,,,,
16435,0.664767375,1,1,1,,,,
16436,0.27785183,0,1,0,,,,
16437,0.89968178,1,1,1,,,,
16438,0.396956895,0,0,1,,,,
16439,0.874561659,1,1,1,,,,
16440,0.715784089,1,1,1,,,,
16441,0.510595797,1,0,0,,,,
16442,0.835689243,1,1,1,,,,
16443,0.197031115,0,0,1,,,,
16444,0.304638279,0,0,1,,,,
16445,0.561261786,1,1,1,,,,
16446,0.229005293,0,1,0,,,,
16447,0.564707483,1,1,1,,,,
16448,0.288144921,0,0,1,,,,
16449,0.321871932,0,0,1,,,,
16450,0.77980395,1,1,1,,,,
16451,0.520700364,1,0,0,,,,
16452,0.410635459,0,0,1,,,,
16453,0.309127591,0,0,1,,,,
16454,0.510973551,1,0,0,,,,
16455,0.431111544,0,1,0,,,,
16456,0.208155116,0,0,1,,,,
16457,0.223678179,0,0,1,,,,
16458,0.793252216,1,1,1,,,,
16459,0.414464479,0,1,0,,,,
16460,0.353309137,0,0,1,,,,
16461,0.505485389,1,0,0,,,,
16462,0.78810448,1,1,1,,,,
16463,0.486739691,0,1,0,,,,
16464,0.622836721,1,0,0,,,,
16465,0.757411189,1,1,1,,,,
16466,0.174066475,0,0,1,,,,
16467,0.580652651,1,0,0,,,,
16468,0.49183565,0,0,1,,,,
16469,0.50683479,1,0,0,,,,
16470,0.365251691,0,0,1,,,,
16471,0.515408331,1,1,1,,,,
16472,0.613877518,1,1,1,,,,
16473,0.430788718,0,0,1,,,,
16474,0.501081171,1,1,1,,,,
16475,0.728478008,1,1,1,,,,
16476,0.349752369,0,0,1,,,,
16477,0.422019525,0,0,1,,,,
16478,0.250799176,0,1,0,,,,
16479,0.891664146,1,0,0,,,,
16480,0.383495604,0,1,0,,,,
16481,0.47189458,0,0,1,,,,
16482,0.51964736,1,1,1,,,,
16483,0.582475487,1,1,1,,,,
16484,0.413860871,0,1,0,,,,
16485,0.374838946,0,1,0,,,,
16486,0.411620386,0,1,0,,,,
16487,0.30678452,0,1,0,,,,
16488,0.755479225,1,1,1,,,,
16489,0.609702054,1,0,0,,,,
16490,0.410163529,0,1,0,,,,
16491,0.565038611,1,0,0,,,,
16492,0.430376214,0,0,1,,,,
16493,0.677080421,1,1,1,,,,
16494,0.472654278,0,0,1,,,,
16495,0.700732483,1,1,1,,,,
16496,0.775950971,1,1,1,,,,
16497,0.27691144,0,0,1,,,,
16498,0.384877929,0,1,0,,,,
16499,0.245273206,0,0,1,,,,
16500,0.38928944,0,1,0,,,,
16501,0.453992274,0,0,1,,,,
16502,0.278881996,0,0,1,,,,
16503,0.515010586,1,1,1,,,,
16504,0.249403735,0,0,1,,,,
16505,0.414787806,0,0,1,,,,
16506,0.393256895,0,1,0,,,,
16507,0.721345196,1,1,1,,,,
16508,0.625110937,1,1,1,,,,
16509,0.520752961,1,1,1,,,,
16510,0.933398922,1,1,1,,,,
16511,0.389790564,0,0,1,,,,
16512,0.308617657,0,1,0,,,,
16513,0.335798906,0,0,1,,,,
16514,0.805310408,1,1,1,,,,
16515,0.934437895,1,1,1,,,,
16516,0.505890279,1,1,1,,,,
16517,0.496208938,0,1,0,,,,
16518,0.248479384,0,0,1,,,,
16519,0.637671972,1,0,0,,,,
16520,0.219493122,0,0,1,,,,
16521,0.532010372,1,1,1,,,,
16522,0.36620814,0,1,0,,,,
16523,0.315579535,0,0,1,,,,
16524,0.74130608,1,1,1,,,,
16525,0.586013234,1,1,1,,,,
16526,0.338488405,0,0,1,,,,
16527,0.313911788,0,0,1,,,,
16528,0.324884902,0,0,1,,,,
16529,0.499852467,0,0,1,,,,
16530,0.420093929,0,1,0,,,,
16531,0.609580862,1,0,0,,,,
16532,0.287061459,0,0,1,,,,
16533,0.240308897,0,0,1,,,,
16534,0.31196762,0,0,1,,,,
16535,0.456460737,0,1,0,,,,
16536,0.488229935,0,0,1,,,,
16537,0.216106978,0,0,1,,,,
16538,0.600687164,1,1,1,,,,
16539,0.444176924,0,0,1,,,,
16540,0.582209389,1,1,1,,,,
16541,0.668983569,1,1,1,,,,
16542,0.644497388,1,1,1,,,,
16543,0.745546741,1,0,0,,,,
16544,0.797057613,1,1,1,,,,
16545,0.621489528,1,1,1,,,,
16546,0.680629533,1,1,1,,,,
16547,0.873103504,1,1,1,,,,
16548,0.492323928,0,1,0,,,,
16549,0.292558453,0,0,1,,,,
16550,0.490420736,0,0,1,,,,
16551,0.297332044,0,0,1,,,,
16552,0.393891317,0,1,0,,,,
16553,0.471853501,0,0,1,,,,
16554,0.274585286,0,0,1,,,,
16555,0.705629859,1,1,1,,,,
16556,0.756635701,1,0,0,,,,
16557,0.897181573,1,1,1,,,,
16558,0.381345004,0,0,1,,,,
16559,0.866523946,1,1,1,,,,
16560,0.50100077,1,1,1,,,,
16561,0.345587693,0,1,0,,,,
16562,0.426538565,0,0,1,,,,
16563,0.768401743,1,1,1,,,,
16564,0.504411434,1,0,0,,,,
16565,0.475518965,0,1,0,,,,
16566,0.450856105,0,1,0,,,,
16567,0.413161768,0,0,1,,,,
16568,0.673015093,1,1,1,,,,
16569,0.400231852,0,0,1,,,,
16570,0.262689009,0,0,1,,,,
16571,0.418962243,0,1,0,,,,
16572,0.420996023,0,0,1,,,,
16573,0.456620989,0,1,0,,,,
16574,0.514365664,1,0,0,,,,
16575,0.650386715,1,0,0,,,,
16576,0.457116229,0,1,0,,,,
16577,0.892730238,1,0,0,,,,
16578,0.574701697,1,1,1,,,,
16579,0.684159816,1,0,0,,,,
16580,0.313338482,0,1,0,,,,
16581,0.263646027,0,1,0,,,,
16582,0.40927471,0,1,0,,,,
16583,0.447656405,0,1,0,,,,
16584,0.475264606,0,0,1,,,,
16585,0.456559175,0,1,0,,,,
16586,0.389316338,0,0,1,,,,
16587,0.656952222,1,0,0,,,,
16588,0.414080282,0,0,1,,,,
16589,0.738475113,1,1,1,,,,
16590,0.576284776,1,0,0,,,,
16591,0.301506452,0,0,1,,,,
16592,0.459910124,0,1,0,,,,
16593,0.839996733,1,1,1,,,,
16594,0.405623576,0,0,1,,,,
16595,0.84285815,1,1,1,,,,
16596,0.411649406,0,0,1,,,,
16597,0.688956939,1,1,1,,,,
16598,0.508183747,1,0,0,,,,
16599,0.162196486,0,0,1,,,,
16600,0.446015517,0,0,1,,,,
16601,0.714432788,1,0,0,,,,
16602,0.524487409,1,0,0,,,,
16603,0.296892368,0,1,0,,,,
16604,0.809103184,1,1,1,,,,
16605,0.277881364,0,1,0,,,,
16606,0.402293478,0,1,0,,,,
16607,0.636506048,1,1,1,,,,
16608,0.639351226,1,1,1,,,,
16609,0.446828018,0,1,0,,,,
16610,0.535516613,1,1,1,,,,
16611,0.387469788,0,1,0,,,,
16612,0.427010843,0,1,0,,,,
16613,0.254985621,0,0,1,,,,
16614,0.711455146,1,0,0,,,,
16615,0.720502795,1,1,1,,,,
16616,0.611743614,1,1,1,,,,
16617,0.434993815,0,0,1,,,,
16618,0.454863339,0,1,0,,,,
16619,0.535963325,1,0,0,,,,
16620,0.630933531,1,0,0,,,,
16621,0.255691787,0,0,1,,,,
16622,0.458736886,0,0,1,,,,
16623,0.522656549,1,1,1,,,,
16624,0.344399577,0,0,1,,,,
16625,0.892045937,1,1,1,,,,
16626,0.369760293,0,1,0,,,,
16627,0.361483641,0,0,1,,,,
16628,0.694066258,1,1,1,,,,
16629,0.758584859,1,1,1,,,,
16630,0.620656617,1,1,1,,,,
16631,0.417742114,0,1,0,,,,
16632,0.247623252,0,1,0,,,,
16633,0.263924497,0,0,1,,,,
16634,0.479946764,0,1,0,,,,
16635,0.494478538,0,0,1,,,,
16636,0.258591581,0,1,0,,,,
16637,0.310460718,0,0,1,,,,
16638,0.433785116,0,1,0,,,,
16639,0.662154234,1,1,1,,,,
16640,0.318453285,0,1,0,,,,
16641,0.257295573,0,0,1,,,,
16642,0.442772879,0,1,0,,,,
16643,0.229830238,0,0,1,,,,
16644,0.292607056,0,0,1,,,,
16645,0.252291311,0,0,1,,,,
16646,0.32444214,0,0,1,,,,
16647,0.752472499,1,0,0,,,,
16648,0.44744903,0,1,0,,,,
16649,0.787842737,1,1,1,,,,
16650,0.347079842,0,0,1,,,,
16651,0.455960989,0,1,0,,,,
16652,0.456419912,0,0,1,,,,
16653,0.509102311,1,1,1,,,,
16654,0.530071739,1,0,0,,,,
16655,0.446331287,0,1,0,,,,
16656,0.319108852,0,0,1,,,,
16657,0.241492445,0,0,1,,,,
16658,0.712695303,1,1,1,,,,
16659,0.343607721,0,0,1,,,,
16660,0.240723737,0,0,1,,,,
16661,0.902882212,1,1,1,,,,
16662,0.404721507,0,0,1,,,,
16663,0.340453686,0,1,0,,,,
16664,0.456786904,0,0,1,,,,
16665,0.747751853,1,1,1,,,,
16666,0.463485242,0,0,1,,,,
16667,0.731089254,1,1,1,,,,
16668,0.847455783,1,1,1,,,,
16669,0.489999179,0,1,0,,,,
16670,0.46114482,0,0,1,,,,
16671,0.58318617,1,1,1,,,,
16672,0.798355083,1,1,1,,,,
16673,0.402599043,0,1,0,,,,
16674,0.726492871,1,0,0,,,,
16675,0.335375651,0,0,1,,,,
16676,0.395487935,0,0,1,,,,
16677,0.529826478,1,1,1,,,,
16678,0.475585495,0,1,0,,,,
16679,0.753682642,1,1,1,,,,
16680,0.449499013,0,1,0,,,,
16681,0.462657395,0,1,0,,,,
16682,0.326786632,0,1,0,,,,
16683,0.397399311,0,1,0,,,,
16684,0.849404362,1,1,1,,,,
16685,0.80078199,1,1,1,,,,
16686,0.569031003,1,1,1,,,,
16687,0.234182361,0,0,1,,,,
16688,0.369889818,0,0,1,,,,
16689,0.404269458,0,0,1,,,,
16690,0.656778654,1,1,1,,,,
16691,0.437860896,0,0,1,,,,
16692,0.313735404,0,1,0,,,,
16693,0.454424871,0,0,1,,,,
16694,0.404479615,0,0,1,,,,
16695,0.427554413,0,0,1,,,,
16696,0.4295698,0,0,1,,,,
16697,0.530291486,1,1,1,,,,
16698,0.343564388,0,1,0,,,,
16699,0.606549762,1,1,1,,,,
16700,0.374734475,0,1,0,,,,
16701,0.276510243,0,1,0,,,,
16702,0.449943777,0,0,1,,,,
16703,0.616293214,1,1,1,,,,
16704,0.500359316,1,1,1,,,,
16705,0.447511137,0,1,0,,,,
16706,0.698887205,1,1,1,,,,
16707,0.562803695,1,0,0,,,,
16708,0.660104082,1,1,1,,,,
16709,0.458310102,0,0,1,,,,
16710,0.309552056,0,0,1,,,,
16711,0.419750399,0,1,0,,,,
16712,0.923994759,1,1,1,,,,
16713,0.468398846,0,1,0,,,,
16714,0.600562465,1,0,0,,,,
16715,0.394078851,0,0,1,,,,
16716,0.662064463,1,1,1,,,,
16717,0.464207373,0,1,0,,,,
16718,0.523439694,1,0,0,,,,
16719,0.238497619,0,0,1,,,,
16720,0.370210194,0,1,0,,,,
16721,0.449945391,0,1,0,,,,
16722,0.583888619,1,1,1,,,,
16723,0.338683005,0,0,1,,,,
16724,0.433967678,0,0,1,,,,
16725,0.368506996,0,0,1,,,,
16726,0.557870587,1,0,0,,,,
16727,0.699758064,1,1,1,,,,
16728,0.423770076,0,0,1,,,,
16729,0.265133527,0,0,1,,,,
16730,0.577302458,1,1,1,,,,
16731,0.762900778,1,1,1,,,,
16732,0.365020559,0,0,1,,,,
16733,0.873551872,1,1,1,,,,
16734,0.514596187,1,1,1,,,,
16735,0.310766188,0,0,1,,,,
16736,0.294226209,0,1,0,,,,
16737,0.466251131,0,0,1,,,,
16738,0.49428399,0,1,0,,,,
16739,0.62272618,1,1,1,,,,
16740,0.320924718,0,0,1,,,,
16741,0.72715424,1,1,1,,,,
16742,0.355136307,0,0,1,,,,
16743,0.525922933,1,1,1,,,,
16744,0.312819266,0,0,1,,,,
16745,0.702337946,1,0,0,,,,
16746,0.223216894,0,0,1,,,,
16747,0.704115595,1,1,1,,,,
16748,0.576380141,1,0,0,,,,
16749,0.846767299,1,1,1,,,,
16750,0.358329082,0,0,1,,,,
16751,0.34718845,0,0,1,,,,
16752,0.725474806,1,1,1,,,,
16753,0.377652385,0,1,0,,,,
16754,0.184412491,0,0,1,,,,
16755,0.344137773,0,0,1,,,,
16756,0.57650434,1,1,1,,,,
16757,0.531176523,1,0,0,,,,
16758,0.449884606,0,0,1,,,,
16759,0.811932774,1,0,0,,,,
16760,0.533903343,1,0,0,,,,
16761,0.889293498,1,0,0,,,,
16762,0.357715494,0,0,1,,,,
16763,0.360274414,0,1,0,,,,
16764,0.624541229,1,1,1,,,,
16765,0.66418518,1,0,0,,,,
16766,0.51993036,1,1,1,,,,
16767,0.803593632,1,0,0,,,,
16768,0.377266347,0,0,1,,,,
16769,0.381648008,0,0,1,,,,
16770,0.511620781,1,0,0,,,,
16771,0.841425548,1,1,1,,,,
16772,0.152388049,0,0,1,,,,
16773,0.673741158,1,1,1,,,,
16774,0.578858856,1,1,1,,,,
16775,0.414351831,0,0,1,,,,
16776,0.54917883,1,0,0,,,,
16777,0.33474724,0,0,1,,,,
16778,0.513269845,1,0,0,,,,
16779,0.256234391,0,0,1,,,,
16780,0.860387938,1,1,1,,,,
16781,0.60878889,1,1,1,,,,
16782,0.52336849,1,1,1,,,,
16783,0.485354744,0,1,0,,,,
16784,0.652903108,1,1,1,,,,
16785,0.408038113,0,0,1,,,,
16786,0.425007325,0,1,0,,,,
16787,0.749534638,1,0,0,,,,
16788,0.298755324,0,0,1,,,,
16789,0.864008571,1,1,1,,,,
16790,0.456384481,0,1,0,,,,
16791,0.747900875,1,1,1,,,,
16792,0.362751468,0,0,1,,,,
16793,0.235885435,0,1,0,,,,
16794,0.599023456,1,1,1,,,,
16795,0.78639286,1,0,0,,,,
16796,0.492481328,0,1,0,,,,
16797,0.723456246,1,1,1,,,,
16798,0.515920093,1,0,0,,,,
16799,0.471324178,0,0,1,,,,
16800,0.496223396,0,1,0,,,,
16801,0.457256286,0,1,0,,,,
16802,0.253980176,0,0,1,,,,
16803,0.568818509,1,0,0,,,,
16804,0.476404281,0,1,0,,,,
16805,0.275002626,0,1,0,,,,
16806,0.985446345,1,1,1,,,,
16807,0.721815283,1,0,0,,,,
16808,0.744598531,1,0,0,,,,
16809,0.235750659,0,1,0,,,,
16810,0.841472651,1,1,1,,,,
16811,0.347719784,0,0,1,,,,
16812,0.768846422,1,1,1,,,,
16813,0.516723897,1,0,0,,,,
16814,0.784715057,1,1,1,,,,
16815,0.308833223,0,0,1,,,,
16816,0.747608827,1,0,0,,,,
16817,0.593820166,1,1,1,,,,
16818,0.593252851,1,0,0,,,,
16819,0.199876607,0,0,1,,,,
16820,0.4123548,0,0,1,,,,
16821,0.378903418,0,0,1,,,,
16822,0.53777385,1,1,1,,,,
16823,0.230059512,0,1,0,,,,
16824,0.320244701,0,1,0,,,,
16825,0.765165631,1,1,1,,,,
16826,0.642930126,1,1,1,,,,
16827,0.461864323,0,0,1,,,,
16828,0.371354206,0,0,1,,,,
16829,0.871907352,1,1,1,,,,
16830,0.290648434,0,1,0,,,,
16831,0.54049915,1,1,1,,,,
16832,0.5912742,1,1,1,,,,
