,model_2.output2.net.result,prediction,,,,,,,model_2.output2.net.result,prediction
31580,0.548918728,1,,,,,,31580,0.53879616,1
31581,0.851132518,1,,,,,,31581,0.596223347,1
31582,0.410751369,0,,,,,,31582,0.521210368,1
31583,0.632924725,1,,,,,,31583,0.596223347,1
31584,0.348997237,0,,,,,,31584,0.467086905,0
31585,0.438523856,0,,,,,,31585,0.506536743,1
31586,0.865834166,1,,,,,,31586,0.423865543,0
31587,0.614746257,1,,,,,,31587,0.57684259,1
31588,0.356343166,0,,,,,,31588,0.342194939,0
31589,0.875154166,1,,,,,,31589,0.498625009,0
31590,0.457335903,0,,,,,,31590,0.469951303,0
31591,0.331593,0,,,,,,31591,0.436697623,0
31592,0.336572002,0,,,,,,31592,0.50073299,1
31593,0.293692969,0,,,,,,31593,0.497253242,0
31594,0.56580177,1,,,,,,31594,0.593043792,1
31595,0.83654112,1,,,,,,31595,0.596223347,1
31596,0.880546708,1,,,,,,31596,0.596223347,1
31597,0.489787695,0,,,,,,31597,0.562567517,1
31598,0.367518189,0,,,,,,31598,0.405409886,0
31599,0.443714889,0,,,,,,31599,0.487900891,0
31600,0.270318866,0,,,,,,31600,0.441532535,0
31601,0.457121444,0,,,,,,31601,0.500754552,1
31602,0.3697202,0,,,,,,31602,0.427865939,0
31603,0.494925277,0,,,,,,31603,0.596223347,1
31604,0.198007044,0,,,,,,31604,0.475135992,0
31605,0.651876024,1,,,,,,31605,0.493736525,0
31606,0.425595073,0,,,,,,31606,0.416045996,0
31607,0.285428069,0,,,,,,31607,0.375997778,0
31608,0.462856111,0,,,,,,31608,0.444305088,0
31609,0.23071478,0,,,,,,31609,0.428393271,0
31610,0.279840162,0,,,,,,31610,0.596223347,1
31611,0.245519035,0,,,,,,31611,0.59683155,1
31612,0.242220281,0,,,,,,31612,0.497253242,0
31613,0.488850422,0,,,,,,31613,0.47783736,0
31614,0.511902596,1,,,,,,31614,0.482943211,0
31615,0.783054735,1,,,,,,31615,0.639405287,1
31616,0.41999235,0,,,,,,31616,0.34907341,0
31617,0.338481258,0,,,,,,31617,0.549582375,1
31618,0.435851311,0,,,,,,31618,0.572246778,1
31619,0.419481423,0,,,,,,31619,0.307733371,0
31620,0.752221985,1,,,,,,31620,0.596223347,1
31621,0.223071369,0,,,,,,31621,0.540586025,1
31622,0.567308415,1,,,,,,31622,0.61990037,1
31623,0.496255801,0,,,,,,31623,0.4741124,0
31624,0.249039889,0,,,,,,31624,0.551159953,1
31625,0.306305329,0,,,,,,31625,0.520350312,1
31626,0.381982131,0,,,,,,31626,0.651047113,1
31627,0.255498038,0,,,,,,31627,0.487900891,0
31628,0.452139621,0,,,,,,31628,0.546329176,1
31629,0.324518478,0,,,,,,31629,0.466127335,0
31630,0.699234952,1,,,,,,31630,0.535408498,1
31631,0.325897264,0,,,,,,31631,0.352263942,0
31632,0.483595011,0,,,,,,31632,0.467963553,0
31633,0.871321653,1,,,,,,31633,0.462467474,0
31634,0.396984166,0,,,,,,31634,0.477087616,0
31635,0.714491368,1,,,,,,31635,0.486777499,0
31636,0.374140848,0,,,,,,31636,0.476690488,0
31637,0.688054111,1,,,,,,31637,0.383744043,0
31638,0.576494648,1,,,,,,31638,0.508105622,1
31639,0.206899165,0,,,,,,31639,0.326414139,0
31640,0.742451845,1,,,,,,31640,0.543920714,1
31641,0.338842594,0,,,,,,31641,0.577962921,1
31642,0.471706809,0,,,,,,31642,0.500754552,1
31643,0.391972526,0,,,,,,31643,0.464204594,0
31644,0.92855956,1,,,,,,31644,0.827294649,1
31645,0.909135468,1,,,,,,31645,0.596223347,1
31646,0.761618653,1,,,,,,31646,0.543899705,1
31647,0.819056126,1,,,,,,31647,0.596223347,1
31648,0.308018072,0,,,,,,31648,0.372634839,0
31649,0.370910178,0,,,,,,31649,0.420000397,0
31650,0.218428225,0,,,,,,31650,0.338273498,0
31651,0.42897951,0,,,,,,31651,0.464923215,0
31652,0.629843482,1,,,,,,31652,0.530095204,1
31653,0.700412858,1,,,,,,31653,0.596223347,1
31654,0.291180633,0,,,,,,31654,0.525344259,1
31655,0.502613681,1,,,,,,31655,0.615869711,1
31656,0.718757147,1,,,,,,31656,0.505281096,1
31657,0.142952175,0,,,,,,31657,0.346593533,0
31658,0.297821458,0,,,,,,31658,0.401766992,0
31659,0.419076328,0,,,,,,31659,0.520407108,1
31660,0.862585209,1,,,,,,31660,0.590615061,1
31661,0.567805417,1,,,,,,31661,0.396968698,0
31662,0.255269948,0,,,,,,31662,0.292581287,0
31663,0.234569888,0,,,,,,31663,0.497253242,0
31664,0.568077954,1,,,,,,31664,0.472098255,0
31665,0.43915427,0,,,,,,31665,0.454849509,0
31666,0.741554034,1,,,,,,31666,0.495741707,0
31667,0.906779841,1,,,,,,31667,0.622699412,1
31668,0.664482742,1,,,,,,31668,0.478516377,0
31669,0.413594932,0,,,,,,31669,0.438884616,0
31670,0.858996535,1,,,,,,31670,0.559195458,1
31671,0.538842638,1,,,,,,31671,0.560293002,1
31672,0.33334461,0,,,,,,31672,0.497181972,0
31673,0.436825508,0,,,,,,31673,0.535819126,1
31674,0.435540067,0,,,,,,31674,0.467086905,0
31675,0.281642032,0,,,,,,31675,0.596223347,1
31676,0.20759929,0,,,,,,31676,0.368395668,0
31677,0.459276478,0,,,,,,31677,0.461486094,0
31678,0.232958965,0,,,,,,31678,0.455310651,0
31679,0.849985483,1,,,,,,31679,0.596223347,1
31680,0.471344459,0,,,,,,31680,0.588084514,1
31681,0.699572116,1,,,,,,31681,0.571921394,1
31682,0.58811801,1,,,,,,31682,0.676816447,1
31683,0.405278392,0,,,,,,31683,0.497253242,0
31684,0.551130753,1,,,,,,31684,0.596223347,1
31685,0.834470827,1,,,,,,31685,0.596223347,1
31686,0.556695078,1,,,,,,31686,0.415650686,0
31687,0.256576604,0,,,,,,31687,0.497253242,0
31688,0.530312339,1,,,,,,31688,0.563361222,1
31689,0.323634531,0,,,,,,31689,0.40649895,0
31690,0.743506537,1,,,,,,31690,0.497253242,0
31691,0.371383169,0,,,,,,31691,0.370751682,0
31692,0.325724068,0,,,,,,31692,0.473737012,0
31693,0.466408113,0,,,,,,31693,0.497253242,0
31694,0.472764269,0,,,,,,31694,0.503609025,1
31695,0.529921054,1,,,,,,31695,0.425414669,0
31696,0.430108592,0,,,,,,31696,0.402654734,0
31697,0.548073701,1,,,,,,31697,0.398565415,0
31698,0.801833786,1,,,,,,31698,0.596223347,1
31699,0.304341326,0,,,,,,31699,0.476686385,0
31700,0.377429151,0,,,,,,31700,0.289228934,0
31701,0.520691155,1,,,,,,31701,0.465172603,0
31702,0.727310357,1,,,,,,31702,0.458728919,0
31703,0.422053238,0,,,,,,31703,0.476692677,0
31704,0.764139037,1,,,,,,31704,0.467086905,0
31705,0.528032762,1,,,,,,31705,0.498061796,0
31706,0.591990501,1,,,,,,31706,0.606185286,1
31707,0.421210143,0,,,,,,31707,0.596223347,1
31708,0.344115535,0,,,,,,31708,0.437186462,0
31709,0.787532604,1,,,,,,31709,0.486602219,0
31710,0.474013381,0,,,,,,31710,0.497253242,0
31711,0.516409023,1,,,,,,31711,0.294317559,0
31712,0.559313981,1,,,,,,31712,0.364178977,0
31713,0.515361501,1,,,,,,31713,0.469867623,0
31714,0.769807153,1,,,,,,31714,0.494675864,0
31715,0.767737732,1,,,,,,31715,0.512208647,1
31716,0.253728073,0,,,,,,31716,0.393219332,0
31717,0.456930332,0,,,,,,31717,0.370435718,0
31718,0.355604668,0,,,,,,31718,0.419433012,0
31719,0.542812631,1,,,,,,31719,0.58987326,1
31720,0.516609545,1,,,,,,31720,0.617884023,1
31721,0.627449208,1,,,,,,31721,0.44420883,0
31722,0.55313009,1,,,,,,31722,0.393135498,0
31723,0.359440783,0,,,,,,31723,0.493736525,0
31724,0.463028873,0,,,,,,31724,0.58130366,1
31725,0.615929346,1,,,,,,31725,0.497253242,0
31726,0.70755129,1,,,,,,31726,0.513887936,1
31727,0.393198418,0,,,,,,31727,0.497253242,0
31728,0.377092051,0,,,,,,31728,0.425083773,0
31729,0.4980665,0,,,,,,31729,0.426149417,0
31730,0.673830631,1,,,,,,31730,0.478670023,0
31731,0.389544914,0,,,,,,31731,0.41667846,0
31732,0.342073034,0,,,,,,31732,0.467916719,0
31733,0.223685573,0,,,,,,31733,0.596223347,1
31734,0.504035331,1,,,,,,31734,0.510889105,1
31735,0.821484076,1,,,,,,31735,0.474596833,0
31736,0.443680682,0,,,,,,31736,0.448927375,0
31737,0.228634641,0,,,,,,31737,0.47783736,0
31738,0.392554349,0,,,,,,31738,0.405243008,0
31739,0.661547335,1,,,,,,31739,0.581507376,1
31740,0.401818801,0,,,,,,31740,0.391406737,0
31741,0.380934393,0,,,,,,31741,0.500754552,1
31742,0.488441584,0,,,,,,31742,0.467326979,0
31743,0.591929955,1,,,,,,31743,0.560664077,1
31744,0.34438969,0,,,,,,31744,0.500704878,1
31745,0.356156745,0,,,,,,31745,0.497253242,0
31746,0.324719635,0,,,,,,31746,0.491744371,0
31747,0.883888075,1,,,,,,31747,0.497253242,0
31748,0.342784593,0,,,,,,31748,0.56104253,1
31749,0.338092383,0,,,,,,31749,0.477437872,0
31750,0.354220246,0,,,,,,31750,0.596223347,1
31751,0.549701552,1,,,,,,31751,0.447638512,0
31752,0.850935795,1,,,,,,31752,0.630490401,1
31753,0.131642495,0,,,,,,31753,0.498625009,0
31754,0.260072782,0,,,,,,31754,0.349742958,0
31755,0.459231488,0,,,,,,31755,0.549456676,1
31756,0.385899608,0,,,,,,31756,0.478649054,0
31757,0.594756122,1,,,,,,31757,0.521157286,1
31758,0.425425323,0,,,,,,31758,0.467086905,0
31759,0.554514922,1,,,,,,31759,0.596156403,1
31760,0.496124101,0,,,,,,31760,0.609521241,1
31761,0.769358937,1,,,,,,31761,0.479307355,0
31762,0.53596441,1,,,,,,31762,0.549309178,1
31763,0.57415685,1,,,,,,31763,0.586658328,1
31764,0.695703687,1,,,,,,31764,0.50068536,1
31765,0.451567057,0,,,,,,31765,0.36882295,0
31766,0.840395836,1,,,,,,31766,0.596223347,1
31767,0.685414581,1,,,,,,31767,0.603313718,1
31768,0.575201825,1,,,,,,31768,0.51635421,1
31769,0.740298112,1,,,,,,31769,0.596223347,1
31770,0.260645298,0,,,,,,31770,0.578596928,1
31771,0.827998836,1,,,,,,31771,0.596223347,1
31772,0.428275571,0,,,,,,31772,0.48975659,0
31773,0.787839923,1,,,,,,31773,0.559928657,1
31774,0.663446047,1,,,,,,31774,0.478518433,0
31775,0.567511676,1,,,,,,31775,0.561780436,1
31776,0.277954114,0,,,,,,31776,0.467086905,0
31777,0.273843261,0,,,,,,31777,0.441633322,0
31778,0.247775221,0,,,,,,31778,0.466503541,0
31779,0.445659351,0,,,,,,31779,0.446645937,0
31780,0.568894629,1,,,,,,31780,0.596223347,1
31781,0.378826166,0,,,,,,31781,0.484909641,0
31782,0.758974039,1,,,,,,31782,0.497253242,0
31783,0.241016904,0,,,,,,31783,0.469265622,0
31784,0.698108179,1,,,,,,31784,0.596223347,1
31785,0.559748607,1,,,,,,31785,0.460448042,0
31786,0.63350138,1,,,,,,31786,0.554461755,1
31787,0.56950186,1,,,,,,31787,0.604420078,1
31788,0.282006546,0,,,,,,31788,0.417343332,0
31789,0.334483419,0,,,,,,31789,0.40686961,0
31790,0.281354082,0,,,,,,31790,0.525098114,1
31791,0.799988612,1,,,,,,31791,0.596223347,1
31792,0.463473882,0,,,,,,31792,0.462661835,0
31793,0.73337455,1,,,,,,31793,0.497253242,0
31794,0.445822512,0,,,,,,31794,0.497253242,0
31795,0.293680982,0,,,,,,31795,0.759597086,1
31796,0.437495317,0,,,,,,31796,0.444111842,0
31797,0.407044754,0,,,,,,31797,0.562312713,1
31798,0.195552944,0,,,,,,31798,0.384954873,0
31799,0.497875778,0,,,,,,31799,0.83666578,1
31800,0.439002733,0,,,,,,31800,0.542428383,1
31801,0.638542209,1,,,,,,31801,0.476613669,0
31802,0.547059418,1,,,,,,31802,0.596223347,1
31803,0.338009398,0,,,,,,31803,0.497140049,0
31804,0.47003886,0,,,,,,31804,0.467086905,0
31805,0.475661089,0,,,,,,31805,0.475211338,0
31806,0.156273627,0,,,,,,31806,0.596223347,1
31807,0.597510718,1,,,,,,31807,0.575613976,1
31808,0.788903776,1,,,,,,31808,0.596223347,1
31809,0.773505381,1,,,,,,31809,0.468337753,0
31810,0.669992742,1,,,,,,31810,0.55857756,1
31811,0.871225734,1,,,,,,31811,0.596223347,1
31812,0.710357986,1,,,,,,31812,0.527951276,1
31813,0.806213197,1,,,,,,31813,0.52866074,1
31814,0.407965646,0,,,,,,31814,0.462773157,0
31815,0.532339791,1,,,,,,31815,0.394440817,0
31816,0.632176181,1,,,,,,31816,0.549209562,1
31817,0.86411974,1,,,,,,31817,0.347748866,0
31818,0.413333075,0,,,,,,31818,0.571268177,1
31819,0.791487188,1,,,,,,31819,0.336400509,0
31820,0.262353561,0,,,,,,31820,0.491356371,0
31821,0.502291298,1,,,,,,31821,0.361196085,0
31822,0.37665114,0,,,,,,31822,0.473350901,0
31823,0.796998176,1,,,,,,31823,0.523762046,1
31824,0.41098367,0,,,,,,31824,0.493736525,0
31825,0.730590777,1,,,,,,31825,0.507743772,1
31826,0.369555393,0,,,,,,31826,0.465293347,0
31827,0.612603363,1,,,,,,31827,0.596223347,1
31828,0.519193652,1,,,,,,31828,0.496519806,0
31829,0.217978422,0,,,,,,31829,0.473875007,0
31830,0.48653644,0,,,,,,31830,0.46047348,0
31831,0.500209321,1,,,,,,31831,0.327083113,0
31832,0.352676142,0,,,,,,31832,0.334415819,0
31833,0.587257018,1,,,,,,31833,0.478516377,0
31834,0.292122111,0,,,,,,31834,0.496815271,0
31835,0.709626132,1,,,,,,31835,0.596223347,1
31836,0.308507431,0,,,,,,31836,0.463843325,0
31837,0.408444052,0,,,,,,31837,0.407123243,0
31838,0.493262827,0,,,,,,31838,0.408966021,0
31839,0.420564131,0,,,,,,31839,0.596223347,1
31840,0.563770464,1,,,,,,31840,0.540586025,1
31841,0.678600557,1,,,,,,31841,0.47098223,0
31842,0.868826099,1,,,,,,31842,0.437389915,0
31843,0.830973328,1,,,,,,31843,0.451668434,0
31844,0.359493576,0,,,,,,31844,0.382725399,0
31845,0.479105971,0,,,,,,31845,0.543325358,1
31846,0.524636995,1,,,,,,31846,0.51742967,1
31847,0.532288872,1,,,,,,31847,0.499162752,0
31848,0.643261113,1,,,,,,31848,0.420139949,0
31849,0.295105066,0,,,,,,31849,0.485191795,0
31850,0.410310745,0,,,,,,31850,0.530095204,1
31851,0.858449429,1,,,,,,31851,0.596223347,1
31852,0.227857158,0,,,,,,31852,0.342727924,0
31853,0.704989246,1,,,,,,31853,0.487900891,0
31854,0.424081874,0,,,,,,31854,0.452285387,0
31855,0.205409776,0,,,,,,31855,0.41258666,0
31856,0.66321758,1,,,,,,31856,0.596223347,1
31857,0.66258246,1,,,,,,31857,0.429138207,0
31858,0.770704257,1,,,,,,31858,0.596223347,1
31859,0.666418345,1,,,,,,31859,0.467086905,0
31860,0.597757943,1,,,,,,31860,0.581523387,1
31861,0.280627206,0,,,,,,31861,0.596223347,1
31862,0.191459247,0,,,,,,31862,0.516808292,1
31863,0.50661157,1,,,,,,31863,0.433302541,0
31864,0.403012961,0,,,,,,31864,0.456501327,0
31865,0.434751565,0,,,,,,31865,0.487900891,0
31866,0.294016691,0,,,,,,31866,0.325182607,0
31867,0.281707403,0,,,,,,31867,0.467086905,0
31868,0.358849323,0,,,,,,31868,0.337357874,0
31869,0.43529988,0,,,,,,31869,0.556552678,1
31870,0.261641622,0,,,,,,31870,0.557546789,1
31871,0.499481272,0,,,,,,31871,0.458525476,0
31872,0.822116528,1,,,,,,31872,0.354455235,0
31873,0.102080382,0,,,,,,31873,0.357456208,0
31874,0.80920835,1,,,,,,31874,0.497253242,0
31875,0.232255319,0,,,,,,31875,0.469665387,0
31876,0.643837565,1,,,,,,31876,0.596223347,1
31877,0.204692041,0,,,,,,31877,0.56524101,1
31878,0.257705063,0,,,,,,31878,0.567594619,1
31879,0.659508361,1,,,,,,31879,0.642997305,1
31880,0.344645956,0,,,,,,31880,0.497267711,0
31881,0.470732129,0,,,,,,31881,0.56116937,1
31882,0.328040496,0,,,,,,31882,0.344206564,0
31883,0.824381694,1,,,,,,31883,0.520288496,1
31884,0.516325578,1,,,,,,31884,0.503380195,1
31885,0.206265771,0,,,,,,31885,0.382796365,0
31886,0.462290818,0,,,,,,31886,0.462697167,0
31887,0.613878702,1,,,,,,31887,0.387287188,0
31888,0.88279876,1,,,,,,31888,0.541085278,1
31889,0.517455251,1,,,,,,31889,0.596223347,1
31890,0.516982256,1,,,,,,31890,0.596223347,1
31891,0.51180844,1,,,,,,31891,0.343979838,0
31892,0.517985885,1,,,,,,31892,0.357095935,0
31893,0.454169122,0,,,,,,31893,0.456292887,0
31894,0.233032476,0,,,,,,31894,0.490047573,0
31895,0.24056178,0,,,,,,31895,0.480316792,0
31896,0.541196561,1,,,,,,31896,0.563148779,1
31897,0.79157396,1,,,,,,31897,0.596223347,1
31898,0.371760945,0,,,,,,31898,0.480222132,0
31899,0.476620678,0,,,,,,31899,0.42015005,0
31900,0.886445007,1,,,,,,31900,0.596223347,1
31901,0.556182941,1,,,,,,31901,0.519825573,1
31902,0.275478436,0,,,,,,31902,0.497253242,0
31903,0.448918167,0,,,,,,31903,0.426466685,0
31904,0.676633878,1,,,,,,31904,0.493736525,0
31905,0.373055965,0,,,,,,31905,0.596223347,1
31906,0.39330442,0,,,,,,31906,0.61300615,1
31907,0.377467084,0,,,,,,31907,0.500395638,1
31908,0.550998699,1,,,,,,31908,0.349405129,0
31909,0.369416252,0,,,,,,31909,0.455286554,0
31910,0.686081246,1,,,,,,31910,0.596223347,1
31911,0.408440866,0,,,,,,31911,0.506403989,1
31912,0.477619307,0,,,,,,31912,0.603426515,1
31913,0.367789861,0,,,,,,31913,0.49062971,0
31914,0.3730564,0,,,,,,31914,0.480370863,0
31915,0.874063197,1,,,,,,31915,0.579098268,1
31916,0.572643456,1,,,,,,31916,0.561890114,1
31917,0.294548841,0,,,,,,31917,0.471169406,0
31918,0.410543358,0,,,,,,31918,0.419523564,0
31919,0.408191409,0,,,,,,31919,0.487900891,0
31920,0.221396617,0,,,,,,31920,0.467086905,0
31921,0.409588928,0,,,,,,31921,0.502393061,1
31922,0.530242317,1,,,,,,31922,0.596223347,1
31923,0.438586711,0,,,,,,31923,0.645867946,1
31924,0.152694156,0,,,,,,31924,0.596223347,1
31925,0.496694515,0,,,,,,31925,0.462871698,0
31926,0.30351275,0,,,,,,31926,0.452917977,0
31927,0.338864092,0,,,,,,31927,0.467002447,0
31928,0.857884276,1,,,,,,31928,0.596223347,1
31929,0.734389524,1,,,,,,31929,0.440514868,0
31930,0.824845205,1,,,,,,31930,0.673951335,1
31931,0.6721568,1,,,,,,31931,0.596223347,1
31932,0.327053093,0,,,,,,31932,0.522436661,1
31933,0.49816126,0,,,,,,31933,0.346067684,0
31934,0.202449677,0,,,,,,31934,0.441633322,0
31935,0.512125576,1,,,,,,31935,0.520912446,1
31936,0.816260081,1,,,,,,31936,0.394792742,0
31937,0.357128289,0,,,,,,31937,0.455162528,0
31938,0.71020598,1,,,,,,31938,0.559173589,1
31939,0.489163293,0,,,,,,31939,0.528361624,1
31940,0.609974878,1,,,,,,31940,0.492631211,0
31941,0.370885561,0,,,,,,31941,0.403652688,0
31942,0.718931036,1,,,,,,31942,0.672366342,1
31943,0.838880264,1,,,,,,31943,0.645809035,1
31944,0.210799218,0,,,,,,31944,0.409420652,0
31945,0.336026188,0,,,,,,31945,0.467086905,0
31946,0.452355378,0,,,,,,31946,0.538403049,1
31947,0.302861822,0,,,,,,31947,0.532324715,1
31948,0.390489943,0,,,,,,31948,0.375489494,0
31949,0.674811211,1,,,,,,31949,0.467086905,0
31950,0.417836476,0,,,,,,31950,0.503116006,1
31951,0.317068468,0,,,,,,31951,0.497253242,0
31952,0.57027157,1,,,,,,31952,0.528149122,1
31953,0.542822822,1,,,,,,31953,0.561774317,1
31954,0.534020696,1,,,,,,31954,0.49062971,0
31955,0.467910257,0,,,,,,31955,0.461014354,0
31956,0.775073048,1,,,,,,31956,0.426958441,0
31957,0.435287363,0,,,,,,31957,0.596223347,1
31958,0.415521591,0,,,,,,31958,0.374767889,0
31959,0.500332436,1,,,,,,31959,0.467086905,0
31960,0.626901069,1,,,,,,31960,0.433082967,0
31961,0.229034975,0,,,,,,31961,0.596223347,1
31962,0.837179833,1,,,,,,31962,0.47370102,0
31963,0.30882275,0,,,,,,31963,0.341982614,0
31964,0.281018287,0,,,,,,31964,0.333126373,0
31965,0.421253588,0,,,,,,31965,0.493736525,0
31966,0.334261094,0,,,,,,31966,0.4117402,0
31967,0.557737047,1,,,,,,31967,0.455974448,0
31968,0.392072536,0,,,,,,31968,0.596223347,1
31969,0.578942675,1,,,,,,31969,0.495223664,0
31970,0.457372153,0,,,,,,31970,0.518842187,1
31971,0.305453744,0,,,,,,31971,0.596223347,1
31972,0.507962184,1,,,,,,31972,0.44844965,0
31973,0.42398742,0,,,,,,31973,0.374319644,0
31974,0.443949986,0,,,,,,31974,0.493736525,0
31975,0.855994949,1,,,,,,31975,0.467086905,0
31976,0.491517356,0,,,,,,31976,0.513333615,1
31977,0.421314639,0,,,,,,31977,0.51578784,1
31978,0.454531947,0,,,,,,31978,0.487900891,0
31979,0.885254903,1,,,,,,31979,0.540893902,1
31980,0.366608932,0,,,,,,31980,0.467086905,0
31981,0.611117586,1,,,,,,31981,0.468737065,0
31982,0.374667949,0,,,,,,31982,0.466195835,0
31983,0.518030681,1,,,,,,31983,0.569842236,1
31984,0.560470958,1,,,,,,31984,0.408644655,0
31985,0.431715337,0,,,,,,31985,0.437182942,0
31986,0.471802102,0,,,,,,31986,0.596223347,1
31987,0.338404922,0,,,,,,31987,0.475045673,0
31988,0.857613925,1,,,,,,31988,0.458250869,0
31989,0.34433128,0,,,,,,31989,0.467086905,0
31990,0.293072388,0,,,,,,31990,0.529404474,1
31991,0.540121534,1,,,,,,31991,0.52543979,1
31992,0.469703321,0,,,,,,31992,0.454262291,0
31993,0.514118737,1,,,,,,31993,0.566181208,1
31994,0.603173894,1,,,,,,31994,0.56179496,1
31995,0.395562695,0,,,,,,31995,0.596223347,1
31996,0.637989337,1,,,,,,31996,0.613516184,1
31997,0.309544606,0,,,,,,31997,0.646305009,1
31998,0.784005531,1,,,,,,31998,0.596223347,1
31999,0.563722424,1,,,,,,31999,0.48849613,0
32000,0.86672562,1,,,,,,32000,0.528347422,1
32001,0.77783286,1,,,,,,32001,0.596223347,1
32002,0.840272863,1,,,,,,32002,0.507603211,1
32003,0.29377433,0,,,,,,32003,0.47751092,0
32004,0.518416757,1,,,,,,32004,0.493736525,0
32005,0.632912183,1,,,,,,32005,0.467086905,0
32006,0.637003624,1,,,,,,32006,0.473381165,0
32007,0.479489403,0,,,,,,32007,0.693716316,1
32008,0.913055104,1,,,,,,32008,0.500754552,1
32009,0.524442986,1,,,,,,32009,0.478670023,0
32010,0.507181563,1,,,,,,32010,0.352188798,0
32011,0.442773125,0,,,,,,32011,0.375144335,0
32012,0.778823937,1,,,,,,32012,0.442269468,0
32013,0.360952413,0,,,,,,32013,0.499780253,0
32014,0.552816416,1,,,,,,32014,0.47981123,0
32015,0.437805601,0,,,,,,32015,0.390129753,0
32016,0.26607292,0,,,,,,32016,0.343998043,0
32017,0.501042532,1,,,,,,32017,0.487900891,0
32018,0.774636186,1,,,,,,32018,0.497253242,0
32019,0.192901409,0,,,,,,32019,0.465617611,0
32020,0.454448762,0,,,,,,32020,0.458578672,0
32021,0.68924057,1,,,,,,32021,0.468319347,0
32022,0.386062306,0,,,,,,32022,0.596223347,1
32023,0.583455898,1,,,,,,32023,0.596223347,1
32024,0.435599015,0,,,,,,32024,0.486795015,0
32025,0.428525088,0,,,,,,32025,0.470706545,0
32026,0.63941948,1,,,,,,32026,0.596223347,1
32027,0.443639425,0,,,,,,32027,0.467086905,0
32028,0.399835623,0,,,,,,32028,0.49062971,0
32029,0.719761774,1,,,,,,32029,0.379995197,0
32030,0.2375164,0,,,,,,32030,0.321782095,0
32031,0.369780048,0,,,,,,32031,0.596223347,1
32032,0.398110495,0,,,,,,32032,0.375540687,0
32033,0.262765384,0,,,,,,32033,0.580889999,1
32034,0.778054558,1,,,,,,32034,0.478669076,0
32035,0.353034248,0,,,,,,32035,0.602349899,1
32036,0.387205115,0,,,,,,32036,0.566317979,1
32037,0.236783678,0,,,,,,32037,0.516400488,1
32038,0.343868201,0,,,,,,32038,0.596223347,1
32039,0.426345492,0,,,,,,32039,0.331411251,0
32040,0.243278047,0,,,,,,32040,0.430993564,0
32041,0.436861873,0,,,,,,32041,0.499968976,0
32042,0.247447385,0,,,,,,32042,0.596223347,1
32043,0.394294651,0,,,,,,32043,0.523762046,1
32044,0.426284357,0,,,,,,32044,0.468818912,0
32045,0.607001119,1,,,,,,32045,0.596223347,1
32046,0.886064728,1,,,,,,32046,0.596223347,1
32047,0.848969951,1,,,,,,32047,0.596223347,1
32048,0.478210048,0,,,,,,32048,0.47357256,0
32049,0.486734678,0,,,,,,32049,0.524153384,1
32050,0.211266566,0,,,,,,32050,0.487900891,0
32051,0.328582019,0,,,,,,32051,0.596223347,1
32052,0.512957546,1,,,,,,32052,0.517947799,1
32053,0.728007451,1,,,,,,32053,0.596223347,1
32054,0.319320851,0,,,,,,32054,0.386191476,0
32055,0.590459048,1,,,,,,32055,0.484622273,0
32056,0.251399871,0,,,,,,32056,0.530746864,1
32057,0.342459639,0,,,,,,32057,0.467086905,0
32058,0.660332554,1,,,,,,32058,0.572444983,1
32059,0.412282125,0,,,,,,32059,0.47108884,0
32060,0.370605821,0,,,,,,32060,0.444963931,0
32061,0.434311144,0,,,,,,32061,0.535279272,1
32062,0.529236351,1,,,,,,32062,0.495697345,0
32063,0.358346377,0,,,,,,32063,0.596223347,1
32064,0.521233347,1,,,,,,32064,0.600028382,1
32065,0.487616366,0,,,,,,32065,0.614891087,1
32066,0.879739511,1,,,,,,32066,0.596223347,1
32067,0.551042303,1,,,,,,32067,0.574246962,1
32068,0.784657437,1,,,,,,32068,0.557617549,1
32069,0.584240805,1,,,,,,32069,0.576815044,1
32070,0.404863834,0,,,,,,32070,0.446975387,0
32071,0.463554871,0,,,,,,32071,0.405283427,0
32072,0.349562273,0,,,,,,32072,0.458525148,0
32073,0.439205553,0,,,,,,32073,0.555268703,1
32074,0.70150821,1,,,,,,32074,0.539385116,1
32075,0.386003887,0,,,,,,32075,0.376651803,0
32076,0.47565517,0,,,,,,32076,0.487873763,0
32077,0.283550002,0,,,,,,32077,0.524892883,1
32078,0.418759117,0,,,,,,32078,0.423306795,0
32079,0.494786528,0,,,,,,32079,0.517598363,1
32080,0.632300874,1,,,,,,32080,0.573804328,1
32081,0.806564262,1,,,,,,32081,0.438276242,0
32082,0.327139269,0,,,,,,32082,0.497253242,0
32083,0.841951794,1,,,,,,32083,0.596223347,1
32084,0.726541025,1,,,,,,32084,0.596223347,1
32085,0.571045229,1,,,,,,32085,0.384157224,0
32086,0.570245644,1,,,,,,32086,0.596223347,1
32087,0.278390781,0,,,,,,32087,0.284688941,0
32088,0.528718128,1,,,,,,32088,0.357019857,0
32089,0.426203125,0,,,,,,32089,0.56983465,1
32090,0.393372831,0,,,,,,32090,0.460840414,0
32091,0.389580651,0,,,,,,32091,0.451059712,0
32092,0.311490513,0,,,,,,32092,0.534305568,1
32093,0.292052504,0,,,,,,32093,0.4763449,0
32094,0.410806469,0,,,,,,32094,0.485708162,0
32095,0.54612412,1,,,,,,32095,0.420646727,0
32096,0.289731008,0,,,,,,32096,0.403961305,0
